"fid1","iid1","fid2","iid2","m","ibd0","ibd1","ibd2"
"Luapula","Sample5024252","Western","Sample5024473",1.7345631039509,0.399,0.601,0
"Luapula","Sample5024252","Western","Sample5024475",1.13447704086004,0.089,0.911,0
"Luapula","Sample5024252","Western","Sample5024476",2.7809089417538,0.709,0.291,0
"Luapula","Sample5024252","North-Western","Sample5024485",1.86249647625007,0.45,0.55,0
"Luapula","Sample5024252","North-Western","Sample5024500",20,1,0,0
"Luapula","Sample5024252","North-Western","Sample5024504",2.75633091903314,0.704,0.296,0
"Luapula","Sample5024252","North-Western","Sample5024513",2.89432192210546,0.731,0.269,0
"Luapula","Sample5024252","North-Western","Sample5024515",2.63039392996816,0.677,0.323,0
"Luapula","Sample5024252","Muchinga","Sample5024525",2.53533173299656,0.655,0.345,0
"Luapula","Sample5024252","Eastern","Sample5024535",1.11247472925841,0.075,0.925,0
"Luapula","Sample5024252","Eastern","Sample5024536",2.16165326347877,0.553,0.447,0
"Luapula","Sample5024252","Eastern","Sample5024549",1.16004041251047,0.105,0.895,0
"Luapula","Sample5024252","North-Western","Sample5024591",1.30222618044481,0.189,0.811,0
"Luapula","Sample5024252","Eastern","Sample5024608",2.04990490582631,0.517,0.483,0
"Luapula","Sample5024252","Eastern","Sample5024610",20,1,0,0
"Luapula","Sample5024252","Luapula","Sample5024673",1.14082554413356,0.093,0.907,0
"Luapula","Sample5024252","Luapula","Sample5024680",2.75633091903314,0.704,0.296,0
"Luapula","Sample5024252","Luapula","Sample5024681",4.94251450533924,0.881,0.115,0.004
"Luapula","Sample5024252","Luapula","Sample5024686",3.19759995988516,0.782,0.218,0
"Luapula","Sample5024252","Luapula","Sample5024697",4.95419631038687,0.88,0.116,0.004
"Luapula","Sample5024252","Luapula","Sample5024701",20,1,0,0
"Luapula","Sample5024252","Luapula","Sample5024704",1.43245455235625,0.259,0.741,0
"Luapula","Sample5024252","Luapula","Sample5024706",1.44222232860507,0.264,0.736,0
"Luapula","Sample5024252","Luapula","Sample5024711",3.19467196115255,0.71,0.27,0.02
"Luapula","Sample5024252","Luapula","Sample5024719",1.38646834708207,0.235,0.765,0
"Luapula","Sample5024252","Western","Sample5024771",20,1,0,0
"Luapula","Sample5024252","Luapula","Sample5024818",1.05139915250664,0.035,0.965,0
"Luapula","Sample5024252","Luapula","Sample5024819",1.612637459164,0.346,0.654,0
"Luapula","Sample5024252","Luapula","Sample5024820",1.15842936260448,0.104,0.896,0
"Luapula","Sample5024252","Luapula","Sample5024831",4.95549147272892,0.892,0.105,0.003
"Luapula","Sample5024252","Luapula","Sample5024833",1.09080293700831,0.061,0.939,0
"Luapula","Sample5024252","Luapula","Sample5024838",2.8416629728329,0.721,0.279,0
"Luapula","Sample5024252","Luapula","Sample5024839",20,1,0,0
"Luapula","Sample5024252","Muchinga","Sample5024884",1.63935479753978,0.358,0.642,0
"Luapula","Sample5024252","Western","Sample5024937",20,1,0,0
"Luapula","Sample5024252","Western","Sample5024964",2.96015973546821,0.743,0.257,0
"Luapula","Sample5024252","Luapula","Sample5024981",1.23446525363702,0.15,0.85,0
"Luapula","Sample5024252","Luapula","Sample5024992",1.10159814000781,0.068,0.932,0
"Luapula","Sample5024252","Luapula","Sample5024996",20,1,0,0
