"fid1","iid1","fid2","iid2","m","ibd0","ibd1","ibd2"
"Luapula","PU1","Copperbelt","Sample5026847",1.60384051092685,0.342,0.658,0
"Luapula","PU1","Copperbelt","Sample5026866",20,1,0,0
"Luapula","PU1","Eastern","Sample5026871",3.2446850959549,0.789,0.211,0
"Luapula","PU1","Eastern","Sample5026877",20,1,0,0
"Luapula","PU1","Eastern","Sample5026878",5.44294349584873,0.915,0.083,0.002
"Luapula","PU1","Eastern","Sample5026883",20,1,0,0
"Luapula","PU1","Eastern","Sample5026884",20,1,0,0
"Luapula","PU1","Eastern","Sample5026910",1.81603716515741,0.432,0.568,0
"Luapula","PU1","Eastern","Sample5026911",20,1,0,0
"Luapula","PU1","Eastern","Sample5026916",20,1,0,0
"Luapula","PU1","Other","Sample5027250",5.13871907170445,0.91,0.088,0.002
"Luapula","PU10","Luapula","PU11",20,1,0,0
"Luapula","PU10","Luapula","PU12",4.35107444054688,0.902,0.098,0
"Luapula","PU10","Luapula","PU13",20,1,0,0
"Luapula","PU10","Luapula","PU14",1.6688680777828,0.371,0.629,0
"Luapula","PU10","Luapula","PU15",1.80339295590518,0.427,0.573,0
"Luapula","PU10","Luapula","PU16",20,1,0,0
"Luapula","PU10","Northern","PU17",20,1,0,0
"Luapula","PU10","Northern","PU18",20,1,0,0
"Luapula","PU10","Northern","PU19",20,1,0,0
"Luapula","PU10","Luapula","PU2",20,1,0,0
"Luapula","PU10","Northern","PU20",20,1,0,0
"Luapula","PU10","Northern","PU22",20,1,0,0
"Luapula","PU10","Northern","PU23",20,1,0,0
"Luapula","PU10","Northern","PU24",20,1,0,0
"Luapula","PU10","Northern","PU25",1.58857375427353,0.335,0.665,0
"Luapula","PU10","Northern","PU26",20,1,0,0
"Luapula","PU10","Northern","PU28",1.83135796444116,0.438,0.562,0
"Luapula","PU10","Luapula","PU3",20,1,0,0
"Luapula","PU10","Luapula","PU4",2.13289427049735,0.544,0.456,0
"Luapula","PU10","Luapula","PU5",20,1,0,0
"Luapula","PU10","Luapula","PU6",20,1,0,0
"Luapula","PU10","Luapula","PU7",20,1,0,0
"Luapula","PU10","Luapula","PU8",20,1,0,0
"Luapula","PU10","Luapula","PU9",1.50840340558955,0.297,0.703,0
"Luapula","PU10","Luapula","Sample5024006",4.12029423371771,0.885,0.115,0
"Luapula","PU10","Luapula","Sample5024008",20,1,0,0
"Luapula","PU10","Luapula","Sample5024009",20,1,0,0
"Luapula","PU10","Luapula","Sample5024011",2.44222232860507,0.632,0.368,0
"Luapula","PU10","Luapula","Sample5024012",20,1,0,0
"Luapula","PU10","Luapula","Sample5024019",20,1,0,0
"Luapula","PU10","Luapula","Sample5024029",20,1,0,0
"Luapula","PU10","Luapula","Sample5024047",20,1,0,0
"Luapula","PU10","Luapula","Sample5024051",1.44811489652828,0.267,0.733,0
"Luapula","PU10","Luapula","Sample5024054",1.8756718649978,0.455,0.545,0
"Luapula","PU10","Luapula","Sample5024055",1.70368943929191,0.386,0.614,0
"Luapula","PU10","Luapula","Sample5024056",20,1,0,0
"Luapula","PU10","Luapula","Sample5024069",2.43440282414578,0.63,0.37,0
"Luapula","PU10","Luapula","Sample5024082",20,1,0,0
"Luapula","PU10","Luapula","Sample5024083",3.59946207041627,0.835,0.165,0
"Luapula","PU10","Luapula","Sample5024085",20,1,0,0
"Luapula","PU10","Luapula","Sample5024086",1.40354186044101,0.244,0.756,0
"Luapula","PU10","Luapula","Sample5024096",2.19099722506091,0.562,0.438,0
"Luapula","PU10","Western","Sample5024113",20,1,0,0
"Luapula","PU10","Western","Sample5024165",20,1,0,0
"Luapula","PU10","Western","Sample5024171",1.70134168443548,0.385,0.615,0
"Luapula","PU10","Western","Sample5024173",20,1,0,0
"Luapula","PU10","Western","Sample5024179",20,1,0,0
"Luapula","PU10","Luapula","Sample5024226",20,1,0,0
"Luapula","PU10","Copperbelt","Sample5024244",20,1,0,0
"Luapula","PU10","Luapula","Sample5024252",2.81096617560998,0.715,0.285,0
"Luapula","PU10","Luapula","Sample5024262",20,1,0,0
"Luapula","PU10","Luapula","Sample5024264",1.28454587288428,0.179,0.821,0
"Luapula","PU10","North-Western","Sample5024275",20,1,0,0
"Luapula","PU10","Northern","Sample5024310",20,1,0,0
"Luapula","PU10","Northern","Sample5024360",20,1,0,0
"Luapula","PU10","Northern","Sample5024364",3.82623293226329,0.859,0.141,0
"Luapula","PU10","Eastern","Sample5024376",2.57346686188333,0.664,0.336,0
"Luapula","PU10","Luapula","Sample5024414",4.75488750216347,0.87,0.125,0.005
"Luapula","PU10","Luapula","Sample5024416",20,1,0,0
"Luapula","PU10","Luapula","Sample5024442",5.64385618977472,0.959,0.04,0
"Luapula","PU10","Western","Sample5024461",20,1,0,0
"Luapula","PU10","Luapula","Sample5024463",20,1,0,0
"Luapula","PU10","Western","Sample5024465",20,1,0,0
"Luapula","PU10","Western","Sample5024467",20,1,0,0
"Luapula","PU10","Western","Sample5024469",20,1,0,0
"Luapula","PU10","Western","Sample5024472",20,1,0,0
"Luapula","PU10","Western","Sample5024473",20,1,0,0
"Luapula","PU10","Western","Sample5024475",1.82623293226329,0.436,0.564,0
"Luapula","PU10","Western","Sample5024476",20,1,0,0
"Luapula","PU10","North-Western","Sample5024485",20,1,0,0
"Luapula","PU10","North-Western","Sample5024500",20,1,0,0
"Luapula","PU10","North-Western","Sample5024504",20,1,0,0
"Luapula","PU10","North-Western","Sample5024513",20,1,0,0
"Luapula","PU10","North-Western","Sample5024515",20,1,0,0
"Luapula","PU10","Muchinga","Sample5024525",20,1,0,0
"Luapula","PU10","Eastern","Sample5024535",1.58207999218803,0.332,0.668,0
"Luapula","PU10","Eastern","Sample5024536",20,1,0,0
"Luapula","PU10","Eastern","Sample5024549",1.89700600667667,0.463,0.537,0
"Luapula","PU10","North-Western","Sample5024591",4.68182403997374,0.852,0.142,0.006
"Luapula","PU10","Eastern","Sample5024608",20,1,0,0
"Luapula","PU10","Eastern","Sample5024610",20,1,0,0
"Luapula","PU10","Luapula","Sample5024673",1.71548586675575,0.391,0.609,0
"Luapula","PU10","Luapula","Sample5024680",20,1,0,0
"Luapula","PU10","Luapula","Sample5024681",20,1,0,0
"Luapula","PU10","Luapula","Sample5024686",20,1,0,0
"Luapula","PU10","Luapula","Sample5024697",20,1,0,0
"Luapula","PU10","Luapula","Sample5024701",20,1,0,0
"Luapula","PU10","Luapula","Sample5024704",3.92139016530363,0.868,0.132,0
"Luapula","PU10","Luapula","Sample5024706",20,1,0,0
"Luapula","PU10","Luapula","Sample5024711",20,1,0,0
"Luapula","PU10","Luapula","Sample5024719",4.85673753313275,0.904,0.094,0.002
"Luapula","PU10","Western","Sample5024771",20,1,0,0
"Luapula","PU10","Luapula","Sample5024818",1.40354186044101,0.244,0.756,0
"Luapula","PU10","Luapula","Sample5024819",20,1,0,0
"Luapula","PU10","Luapula","Sample5024820",1.85464861442738,0.447,0.553,0
"Luapula","PU10","Luapula","Sample5024831",20,1,0,0
"Luapula","PU10","Luapula","Sample5024833",1.65972259523375,0.367,0.633,0
"Luapula","PU10","Luapula","Sample5024838",20,1,0,0
"Luapula","PU10","Luapula","Sample5024839",20,1,0,0
"Luapula","PU10","Muchinga","Sample5024884",20,1,0,0
"Luapula","PU10","Western","Sample5024937",20,1,0,0
"Luapula","PU10","Western","Sample5024964",20,1,0,0
"Luapula","PU10","Luapula","Sample5024981",2.41119543298445,0.624,0.376,0
"Luapula","PU10","Luapula","Sample5024992",1.75146516386132,0.406,0.594,0
"Luapula","PU10","Luapula","Sample5024996",20,1,0,0
"Luapula","PU10","North-Western","Sample5025065",2.74661576419993,0.702,0.298,0
"Luapula","PU10","North-Western","Sample5025076",2.0439433475876,0.515,0.485,0
"Luapula","PU10","North-Western","Sample5025089",20,1,0,0
"Luapula","PU10","North-Western","Sample5025095",20,1,0,0
"Luapula","PU10","Other","Sample5025098",20,1,0,0
"Luapula","PU10","Luapula","Sample5025114",20,1,0,0
"Luapula","PU10","Luapula","Sample5025116",20,1,0,0
"Luapula","PU10","Luapula","Sample5025117",1.49817873457909,0.292,0.708,0
"Luapula","PU10","Luapula","Sample5025118",1.5458241068142,0.315,0.685,0
"Luapula","PU10","Luapula","Sample5025119",20,1,0,0
"Luapula","PU10","Luapula","Sample5025122",20,1,0,0
"Luapula","PU10","Luapula","Sample5025123",20,1,0,0
"Luapula","PU10","Luapula","Sample5025125",20,1,0,0
"Luapula","PU10","Western","Sample5025199",20,1,0,0
"Luapula","PU10","Luapula","Sample5025257",3.05289494843213,0.759,0.241,0
"Luapula","PU10","Luapula","Sample5025261",1.47593632422279,0.281,0.719,0
"Luapula","PU10","Luapula","Sample5025262",2.62148837674627,0.675,0.325,0
"Luapula","PU10","Luapula","Sample5025263",2.04990490582631,0.517,0.483,0
"Luapula","PU10","Luapula","Sample5025264",20,1,0,0
"Luapula","PU10","Luapula","Sample5025266",20,1,0,0
"Luapula","PU10","Luapula","Sample5025268",20,1,0,0
"Luapula","PU10","Western","Sample5025289",20,1,0,0
"Luapula","PU10","Western","Sample5025291",20,1,0,0
"Luapula","PU10","Luapula","Sample5025334",20,1,0,0
"Luapula","PU10","Western","Sample5025335",20,1,0,0
"Luapula","PU10","Luapula","Sample5025398",20,1,0,0
"Luapula","PU10","Other","Sample5025468",20,1,0,0
"Luapula","PU10","Luapula","Sample5025499",1.7178567712185,0.392,0.608,0
"Luapula","PU10","Western","Sample5025503",20,1,0,0
"Luapula","PU10","Western","Sample5025504",20,1,0,0
"Luapula","PU10","Western","Sample5025542",20,1,0,0
"Luapula","PU10","Western","Sample5025548",20,1,0,0
"Luapula","PU10","Muchinga","Sample5025617",20,1,0,0
"Luapula","PU10","Muchinga","Sample5025643",20,1,0,0
"Luapula","PU10","Muchinga","Sample5025644",20,1,0,0
"Luapula","PU10","Muchinga","Sample5025654",20,1,0,0
"Luapula","PU10","Northern","Sample5025684",1.87302714374223,0.454,0.546,0
"Luapula","PU10","Western","Sample5025747",20,1,0,0
"Luapula","PU10","Muchinga","Sample5025753",20,1,0,0
"Luapula","PU10","Muchinga","Sample5025773",20,1,0,0
"Luapula","PU10","Muchinga","Sample5025776",20,1,0,0
"Luapula","PU10","Muchinga","Sample5025782",20,1,0,0
"Luapula","PU10","Muchinga","Sample5025822",20,1,0,0
"Luapula","PU10","Luapula","Sample5025909",1.54793176977619,0.316,0.684,0
"Luapula","PU10","Muchinga","Sample5025918",20,1,0,0
"Luapula","PU10","Luapula","Sample5025922",20,1,0,0
"Luapula","PU10","Luapula","Sample5025923",20,1,0,0
"Luapula","PU10","Luapula","Sample5025929",20,1,0,0
"Luapula","PU10","Luapula","Sample5025930",20,1,0,0
"Luapula","PU10","Muchinga","Sample5025941",20,1,0,0
"Luapula","PU10","Muchinga","Sample5025942",2.8416629728329,0.721,0.279,0
"Luapula","PU10","Luapula","Sample5025953",20,1,0,0
"Luapula","PU10","Luapula","Sample5025954",1.45008444637804,0.268,0.732,0
"Luapula","PU10","Luapula","Sample5025957",20,1,0,0
"Luapula","PU10","Muchinga","Sample5025958",2.08314123530025,0.528,0.472,0
"Luapula","PU10","Luapula","Sample5025964",3.49005085369569,0.822,0.178,0
"Luapula","PU10","Luapula","Sample5025967",20,1,0,0
"Luapula","PU10","Muchinga","Sample5025973",20,1,0,0
"Luapula","PU10","Muchinga","Sample5025982",20,1,0,0
"Luapula","PU10","Luapula","Sample5026031",20,1,0,0
"Luapula","PU10","Luapula","Sample5026032",1.62148837674627,0.35,0.65,0
"Luapula","PU10","Northern","Sample5026054",2.31114825613412,0.597,0.403,0
"Luapula","PU10","Luapula","Sample5026133",20,1,0,0
"Luapula","PU10","Luapula","Sample5026134",1.45205668870965,0.269,0.731,0
"Luapula","PU10","Luapula","Sample5026142",20,1,0,0
"Luapula","PU10","Luapula","Sample5026152",20,1,0,0
"Luapula","PU10","Luapula","Sample5026161",20,1,0,0
"Luapula","PU10","Luapula","Sample5026175",20,1,0,0
"Luapula","PU10","Eastern","Sample5026206",20,1,0,0
"Luapula","PU10","Luapula","Sample5026240",3.10780328953452,0.768,0.232,0
"Luapula","PU10","Northern","Sample5026244",20,1,0,0
"Luapula","PU10","Luapula","Sample5026290",20,1,0,0
"Luapula","PU10","Luapula","Sample5026293",20,1,0,0
"Luapula","PU10","Luapula","Sample5026297",2.04692104738749,0.516,0.484,0
"Luapula","PU10","Luapula","Sample5026301",20,1,0,0
"Luapula","PU10","Luapula","Sample5026302",20,1,0,0
"Luapula","PU10","Luapula","Sample5026309",20,1,0,0
"Luapula","PU10","Luapula","Sample5026311",1.63486740654747,0.356,0.644,0
"Luapula","PU10","Luapula","Sample5026312",20,1,0,0
"Luapula","PU10","Eastern","Sample5026316",2.96578428466209,0.744,0.256,0
"Luapula","PU10","Copperbelt","Sample5026338",20,1,0,0
"Luapula","PU10","Luapula","Sample5026350",20,1,0,0
"Luapula","PU10","Western","Sample5026378",20,1,0,0
"Luapula","PU10","Western","Sample5026392",20,1,0,0
"Luapula","PU10","Western","Sample5026399",20,1,0,0
"Luapula","PU10","Western","Sample5026400",20,1,0,0
"Luapula","PU10","Luapula","Sample5026402",4.50635266602479,0.912,0.088,0
"Luapula","PU10","Luapula","Sample5026403",20,1,0,0
"Luapula","PU10","Luapula","Sample5026407",20,1,0,0
"Luapula","PU10","Luapula","Sample5026409",20,1,0,0
"Luapula","PU10","Luapula","Sample5026416",20,1,0,0
"Luapula","PU10","Luapula","Sample5026421",20,1,0,0
"Luapula","PU10","Luapula","Sample5026433",2.14880066140671,0.549,0.451,0
"Luapula","PU10","Luapula","Sample5026435",20,1,0,0
"Luapula","PU10","Luapula","Sample5026437",1.8211260418302,0.434,0.566,0
"Luapula","PU10","Luapula","Sample5026438",1.72499295250013,0.395,0.605,0
"Luapula","PU10","Luapula","Sample5026441",2.41888982477445,0.626,0.374,0
"Luapula","PU10","Luapula","Sample5026443",3.57346686188333,0.832,0.168,0
"Luapula","PU10","Luapula","Sample5026450",20,1,0,0
"Luapula","PU10","Luapula","Sample5026452",20,1,0,0
"Luapula","PU10","Luapula","Sample5026460",20,1,0,0
"Luapula","PU10","Luapula","Sample5026468",4.66296501272243,0.854,0.14,0.006
"Luapula","PU10","Luapula","Sample5026480",20,1,0,0
"Luapula","PU10","Western","Sample5026483",20,1,0,0
"Luapula","PU10","Northern","Sample5026578",1.86249647625007,0.45,0.55,0
"Luapula","PU10","Northern","Sample5026584",20,1,0,0
"Luapula","PU10","Northern","Sample5026588",1.38835545662634,0.236,0.764,0
"Luapula","PU10","Northern","Sample5026596",20,1,0,0
"Luapula","PU10","Copperbelt","Sample5026610",20,1,0,0
"Luapula","PU10","Copperbelt","Sample5026616",20,1,0,0
"Luapula","PU10","Copperbelt","Sample5026698",20,1,0,0
"Luapula","PU10","North-Western","Sample5026712",4.55019708256048,0.844,0.15,0.007
"Luapula","PU10","Copperbelt","Sample5026718",20,1,0,0
"Luapula","PU10","North-Western","Sample5026727",20,1,0,0
"Luapula","PU10","North-Western","Sample5026729",20,1,0,0
"Luapula","PU10","North-Western","Sample5026735",20,1,0,0
"Luapula","PU10","Copperbelt","Sample5026742",20,1,0,0
"Luapula","PU10","Copperbelt","Sample5026760",20,1,0,0
"Luapula","PU10","Copperbelt","Sample5026771",20,1,0,0
"Luapula","PU10","North-Western","Sample5026773",1.99424073071132,0.498,0.502,0
"Luapula","PU10","Copperbelt","Sample5026793",20,1,0,0
"Luapula","PU10","Copperbelt","Sample5026805",20,1,0,0
"Luapula","PU10","Copperbelt","Sample5026814",2.13923579737117,0.546,0.454,0
"Luapula","PU10","Copperbelt","Sample5026847",1.63262893435147,0.355,0.645,0
"Luapula","PU10","Copperbelt","Sample5026866",20,1,0,0
"Luapula","PU10","Eastern","Sample5026871",3.47393118833241,0.82,0.18,0
"Luapula","PU10","Eastern","Sample5026877",20,1,0,0
"Luapula","PU10","Eastern","Sample5026878",5.21089678249862,0.946,0.054,0
"Luapula","PU10","Eastern","Sample5026883",20,1,0,0
"Luapula","PU10","Eastern","Sample5026884",20,1,0,0
"Luapula","PU10","Eastern","Sample5026910",1.88896868761126,0.46,0.54,0
"Luapula","PU10","Eastern","Sample5026911",20,1,0,0
"Luapula","PU10","Eastern","Sample5026916",20,1,0,0
"Luapula","PU10","Other","Sample5027250",5.61470984411521,0.952,0.047,0.001
"Luapula","PU11","Luapula","PU12",3.44222232860507,0.816,0.184,0
"Luapula","PU11","Luapula","PU13",20,1,0,0
"Luapula","PU11","Luapula","PU14",1.62593428177746,0.352,0.648,0
"Luapula","PU11","Luapula","PU15",1.64385618977472,0.36,0.64,0
"Luapula","PU11","Luapula","PU16",20,1,0,0
"Luapula","PU11","Northern","PU17",20,1,0,0
"Luapula","PU11","Northern","PU18",4.27768906111193,0.836,0.157,0.007
"Luapula","PU11","Northern","PU19",20,1,0,0
"Luapula","PU11","Luapula","PU2",6.10780328953452,0.971,0.029,0
"Luapula","PU11","Northern","PU20",20,1,0,0
"Luapula","PU11","Northern","PU22",20,1,0,0
"Luapula","PU11","Northern","PU23",20,1,0,0
"Luapula","PU11","Northern","PU24",20,1,0,0
"Luapula","PU11","Northern","PU25",1.57992188402063,0.331,0.669,0
"Luapula","PU11","Northern","PU26",20,1,0,0
"Luapula","PU11","Northern","PU28",1.89164282190958,0.461,0.539,0
"Luapula","PU11","Luapula","PU3",20,1,0,0
"Luapula","PU11","Luapula","PU4",1.91866037254806,0.471,0.529,0
"Luapula","PU11","Luapula","PU5",4.89392886798181,0.905,0.093,0.002
"Luapula","PU11","Luapula","PU6",20,1,0,0
"Luapula","PU11","Luapula","PU7",20,1,0,0
"Luapula","PU11","Luapula","PU8",20,1,0,0
"Luapula","PU11","Luapula","PU9",1.47192883542126,0.279,0.721,0
"Luapula","PU11","Luapula","Sample5024006",3.9105018491609,0.867,0.133,0
"Luapula","PU11","Luapula","Sample5024008",4.38466385023533,0.821,0.17,0.009
"Luapula","PU11","Luapula","Sample5024009",20,1,0,0
"Luapula","PU11","Luapula","Sample5024011",2.31473259348316,0.598,0.402,0
"Luapula","PU11","Luapula","Sample5024012",20,1,0,0
"Luapula","PU11","Luapula","Sample5024019",5.79585928321977,0.964,0.036,0
"Luapula","PU11","Luapula","Sample5024029",20,1,0,0
"Luapula","PU11","Luapula","Sample5024047",20,1,0,0
"Luapula","PU11","Luapula","Sample5024051",1.47393118833241,0.28,0.72,0
"Luapula","PU11","Luapula","Sample5024054",1.86775220170156,0.452,0.548,0
"Luapula","PU11","Luapula","Sample5024055",1.56704059272389,0.325,0.675,0
"Luapula","PU11","Luapula","Sample5024056",20,1,0,0
"Luapula","PU11","Luapula","Sample5024069",2.40354186044101,0.622,0.378,0
"Luapula","PU11","Luapula","Sample5024082",20,1,0,0
"Luapula","PU11","Luapula","Sample5024083",4.13245029602365,0.785,0.202,0.013
"Luapula","PU11","Luapula","Sample5024085",20,1,0,0
"Luapula","PU11","Luapula","Sample5024086",1.42081985187285,0.253,0.747,0
"Luapula","PU11","Luapula","Sample5024096",1.94341647163363,0.48,0.52,0
"Luapula","PU11","Western","Sample5024113",20,1,0,0
"Luapula","PU11","Western","Sample5024165",7.96578428466209,0.992,0.008,0
"Luapula","PU11","Western","Sample5024171",1.60384051092685,0.342,0.658,0
"Luapula","PU11","Western","Sample5024173",5.32192809488736,0.912,0.086,0.002
"Luapula","PU11","Western","Sample5024179",20,1,0,0
"Luapula","PU11","Luapula","Sample5024226",20,1,0,0
"Luapula","PU11","Copperbelt","Sample5024244",20,1,0,0
"Luapula","PU11","Luapula","Sample5024252",2.46195854666634,0.637,0.363,0
"Luapula","PU11","Luapula","Sample5024262",20,1,0,0
"Luapula","PU11","Luapula","Sample5024264",1.2827897009804,0.178,0.822,0
"Luapula","PU11","North-Western","Sample5024275",20,1,0,0
"Luapula","PU11","Northern","Sample5024310",20,1,0,0
"Luapula","PU11","Northern","Sample5024360",20,1,0,0
"Luapula","PU11","Northern","Sample5024364",3.85352394184195,0.762,0.222,0.016
"Luapula","PU11","Eastern","Sample5024376",1.95455702923883,0.484,0.516,0
"Luapula","PU11","Luapula","Sample5024414",3.69450566368105,0.747,0.235,0.018
"Luapula","PU11","Luapula","Sample5024416",3.79898271493437,0.755,0.228,0.017
"Luapula","PU11","Luapula","Sample5024442",4.93073733756289,0.882,0.114,0.004
"Luapula","PU11","Western","Sample5024461",20,1,0,0
"Luapula","PU11","Luapula","Sample5024463",20,1,0,0
"Luapula","PU11","Western","Sample5024465",20,1,0,0
"Luapula","PU11","Western","Sample5024467",20,1,0,0
"Luapula","PU11","Western","Sample5024469",20,1,0,0
"Luapula","PU11","Western","Sample5024472",20,1,0,0
"Luapula","PU11","Western","Sample5024473",20,1,0,0
"Luapula","PU11","Western","Sample5024475",1.67116353577046,0.372,0.628,0
"Luapula","PU11","Western","Sample5024476",20,1,0,0
"Luapula","PU11","North-Western","Sample5024485",20,1,0,0
"Luapula","PU11","North-Western","Sample5024500",20,1,0,0
"Luapula","PU11","North-Western","Sample5024504",20,1,0,0
"Luapula","PU11","North-Western","Sample5024513",20,1,0,0
"Luapula","PU11","North-Western","Sample5024515",20,1,0,0
"Luapula","PU11","Muchinga","Sample5024525",20,1,0,0
"Luapula","PU11","Eastern","Sample5024535",1.55427329665002,0.319,0.681,0
"Luapula","PU11","Eastern","Sample5024536",20,1,0,0
"Luapula","PU11","Eastern","Sample5024549",1.78338993125756,0.419,0.581,0
"Luapula","PU11","North-Western","Sample5024591",3.79898271493437,0.755,0.228,0.017
"Luapula","PU11","Eastern","Sample5024608",20,1,0,0
"Luapula","PU11","Eastern","Sample5024610",20,1,0,0
"Luapula","PU11","Luapula","Sample5024673",1.60164962965404,0.341,0.659,0
"Luapula","PU11","Luapula","Sample5024680",20,1,0,0
"Luapula","PU11","Luapula","Sample5024681",20,1,0,0
"Luapula","PU11","Luapula","Sample5024686",20,1,0,0
"Luapula","PU11","Luapula","Sample5024697",20,1,0,0
"Luapula","PU11","Luapula","Sample5024701",20,1,0,0
"Luapula","PU11","Luapula","Sample5024704",3.49005085369569,0.822,0.178,0
"Luapula","PU11","Luapula","Sample5024706",4.76027527352894,0.876,0.12,0.004
"Luapula","PU11","Luapula","Sample5024711",20,1,0,0
"Luapula","PU11","Luapula","Sample5024719",4.8073549220576,0.866,0.13,0.005
"Luapula","PU11","Western","Sample5024771",20,1,0,0
"Luapula","PU11","Luapula","Sample5024818",1.33097323449037,0.205,0.795,0
"Luapula","PU11","Luapula","Sample5024819",20,1,0,0
"Luapula","PU11","Luapula","Sample5024820",1.70604102097131,0.387,0.613,0
"Luapula","PU11","Luapula","Sample5024831",20,1,0,0
"Luapula","PU11","Luapula","Sample5024833",1.5842413334775,0.333,0.667,0
"Luapula","PU11","Luapula","Sample5024838",20,1,0,0
"Luapula","PU11","Luapula","Sample5024839",20,1,0,0
"Luapula","PU11","Muchinga","Sample5024884",20,1,0,0
"Luapula","PU11","Western","Sample5024937",20,1,0,0
"Luapula","PU11","Western","Sample5024964",20,1,0,0
"Luapula","PU11","Luapula","Sample5024981",2.29689930039584,0.593,0.407,0
"Luapula","PU11","Luapula","Sample5024992",1.70368943929191,0.386,0.614,0
"Luapula","PU11","Luapula","Sample5024996",20,1,0,0
"Luapula","PU11","North-Western","Sample5025065",2.41503749927884,0.625,0.375,0
"Luapula","PU11","North-Western","Sample5025076",2.14880066140671,0.549,0.451,0
"Luapula","PU11","North-Western","Sample5025089",20,1,0,0
"Luapula","PU11","North-Western","Sample5025095",20,1,0,0
"Luapula","PU11","Other","Sample5025098",20,1,0,0
"Luapula","PU11","Luapula","Sample5025114",20,1,0,0
"Luapula","PU11","Luapula","Sample5025116",20,1,0,0
"Luapula","PU11","Luapula","Sample5025117",1.49817873457909,0.292,0.708,0
"Luapula","PU11","Luapula","Sample5025118",1.43440282414577,0.26,0.74,0
"Luapula","PU11","Luapula","Sample5025119",20,1,0,0
"Luapula","PU11","Luapula","Sample5025122",20,1,0,0
"Luapula","PU11","Luapula","Sample5025123",20,1,0,0
"Luapula","PU11","Luapula","Sample5025125",4.17405118662062,0.824,0.167,0.008
"Luapula","PU11","Western","Sample5025199",20,1,0,0
"Luapula","PU11","Luapula","Sample5025257",2.46593839757888,0.638,0.362,0
"Luapula","PU11","Luapula","Sample5025261",1.41119543298445,0.248,0.752,0
"Luapula","PU11","Luapula","Sample5025262",2.43050890804128,0.629,0.371,0
"Luapula","PU11","Luapula","Sample5025263",1.94897599697553,0.482,0.518,0
"Luapula","PU11","Luapula","Sample5025264",20,1,0,0
"Luapula","PU11","Luapula","Sample5025266",20,1,0,0
"Luapula","PU11","Luapula","Sample5025268",20,1,0,0
"Luapula","PU11","Western","Sample5025289",20,1,0,0
"Luapula","PU11","Western","Sample5025291",20,1,0,0
"Luapula","PU11","Luapula","Sample5025334",20,1,0,0
"Luapula","PU11","Western","Sample5025335",20,1,0,0
"Luapula","PU11","Luapula","Sample5025398",20,1,0,0
"Luapula","PU11","Other","Sample5025468",20,1,0,0
"Luapula","PU11","Luapula","Sample5025499",1.67346265186005,0.373,0.627,0
"Luapula","PU11","Western","Sample5025503",20,1,0,0
"Luapula","PU11","Western","Sample5025504",20,1,0,0
"Luapula","PU11","Western","Sample5025542",20,1,0,0
"Luapula","PU11","Western","Sample5025548",20,1,0,0
"Luapula","PU11","Muchinga","Sample5025617",20,1,0,0
"Luapula","PU11","Muchinga","Sample5025643",20,1,0,0
"Luapula","PU11","Muchinga","Sample5025644",20,1,0,0
"Luapula","PU11","Muchinga","Sample5025654",20,1,0,0
"Luapula","PU11","Northern","Sample5025684",1.74419716339728,0.403,0.597,0
"Luapula","PU11","Western","Sample5025747",20,1,0,0
"Luapula","PU11","Muchinga","Sample5025753",20,1,0,0
"Luapula","PU11","Muchinga","Sample5025773",20,1,0,0
"Luapula","PU11","Muchinga","Sample5025776",20,1,0,0
"Luapula","PU11","Muchinga","Sample5025782",20,1,0,0
"Luapula","PU11","Muchinga","Sample5025822",20,1,0,0
"Luapula","PU11","Luapula","Sample5025909",1.46992925777492,0.278,0.722,0
"Luapula","PU11","Muchinga","Sample5025918",20,1,0,0
"Luapula","PU11","Luapula","Sample5025922",20,1,0,0
"Luapula","PU11","Luapula","Sample5025923",20,1,0,0
"Luapula","PU11","Luapula","Sample5025929",20,1,0,0
"Luapula","PU11","Luapula","Sample5025930",20,1,0,0
"Luapula","PU11","Muchinga","Sample5025941",20,1,0,0
"Luapula","PU11","Muchinga","Sample5025942",2.68038206579984,0.688,0.312,0
"Luapula","PU11","Luapula","Sample5025953",20,1,0,0
"Luapula","PU11","Luapula","Sample5025954",1.45205668870965,0.269,0.731,0
"Luapula","PU11","Luapula","Sample5025957",20,1,0,0
"Luapula","PU11","Muchinga","Sample5025958",1.84944032342462,0.445,0.555,0
"Luapula","PU11","Luapula","Sample5025964",3.32915966411844,0.801,0.199,0
"Luapula","PU11","Luapula","Sample5025967",20,1,0,0
"Luapula","PU11","Muchinga","Sample5025973",3.89584783774052,0.769,0.216,0.015
"Luapula","PU11","Muchinga","Sample5025982",20,1,0,0
"Luapula","PU11","Luapula","Sample5026031",20,1,0,0
"Luapula","PU11","Luapula","Sample5026032",1.54161799584399,0.313,0.687,0
"Luapula","PU11","Northern","Sample5026054",2.30757280191029,0.596,0.404,0
"Luapula","PU11","Luapula","Sample5026133",20,1,0,0
"Luapula","PU11","Luapula","Sample5026134",1.38458370273713,0.234,0.766,0
"Luapula","PU11","Luapula","Sample5026142",20,1,0,0
"Luapula","PU11","Luapula","Sample5026152",20,1,0,0
"Luapula","PU11","Luapula","Sample5026161",20,1,0,0
"Luapula","PU11","Luapula","Sample5026175",20,1,0,0
"Luapula","PU11","Eastern","Sample5026206",20,1,0,0
